icao,iata,name,location,country,timezone,hub,lat,lon
EFOU,OUL,Oulu Airport,Oulu / Oulunsalo,FI,Europe/Helsinki,0,64.9300994873,25.3546009064
EFPA,default,Pokka Airport,default,FI,Europe/Helsinki,0,68.1502227783,25.829372406
EFPH,default,Pyhoselka Airport,default,FI,Europe/Helsinki,0,62.4646987915,30.0352993011
EFPI,default,Piikajarvi Airport,default,FI,Europe/Helsinki,0,61.2456016541,22.1933994293
EFPK,default,Pieksamaki Airport,Pieksamaki,FI,Europe/Helsinki,0,62.2647018433,27.0027999878
EFPN,default,Punkaharju Airport,default,FI,Europe/Helsinki,0,61.7289009094,29.3936004639
EFPO,POR,Pori Airport,Pori,FI,Europe/Helsinki,0,61.4617004395,21.7999992371
EFPU,default,Pudasjarvi Airport,default,FI,Europe/Helsinki,0,65.4021987915,26.9468994141
EFPY,default,Pyhasalmi Airport,Pyhajarvi,FI,Europe/Helsinki,0,63.7318992615,25.9263000488
EFRA,default,Rautavaara Airport,default,FI,Europe/Helsinki,0,63.4241981506,28.1242008209
EFRH,default,Raahe Pattijoki Airport,default,FI,Europe/Helsinki,0,64.6881027222,24.6958007812
EFRN,default,Rantasalmi Airport,default,FI,Europe/Helsinki,0,62.0654983521,28.3565006256
EFRO,RVN,Rovaniemi Airport,Rovaniemi,FI,Europe/Helsinki,0,66.5647964478,25.8304004669
EFRU,default,Ranua Airport,default,FI,Europe/Helsinki,0,65.9730987549,26.3652992249
EFRV,default,Kiuruvesi Airport,default,FI,Europe/Helsinki,0,63.7056007385,26.616399765
EFRY,default,Rayskala Airport,default,FI,Europe/Helsinki,0,60.7447013855,24.10779953
EFSA,SVL,Savonlinna Airport,Savonlinna,FI,Europe/Helsinki,0,61.9430999756,28.9451007843
EFSE,default,Selanpaa Airport,default,FI,Europe/Helsinki,0,61.0624008179,26.7989006042
EFSI,SJY,Seinajoki Airport,Seinajoki / Ilmajoki,FI,Europe/Helsinki,0,62.6921005249,22.8323001862
EFSJ,default,Sonkajarvi Jyrkk Airport,default,FI,Europe/Helsinki,0,63.8194007874,27.7693996429
EFSO,SOT,Sodankyla Airport,Sodankyla,FI,Europe/Helsinki,0,67.3949966431,26.6191005707
EFSU,default,Suomussalmi Airport,default,FI,Europe/Helsinki,0,64.8218994141,28.7103004456
EFTO,default,Torbacka Airport,default,FI,Europe/Helsinki,0,60.0792007446,24.1721992493
EFTP,TMP,Tampere-Pirkkala Airport,Tampere / Pirkkala,FI,Europe/Helsinki,0,61.414100647,23.6044006348
EFTS,default,Teisko Airport,Tampere,FI,Europe/Helsinki,0,61.7733001709,24.0270004272
EFTU,TKU,Turku Airport,Turku,FI,Europe/Helsinki,0,60.5140991211,22.2628002167
EFUT,UTI,Utti Air Base,Utti / Valkeala,FI,Europe/Helsinki,0,60.8964004517,26.9384002686
EFVA,VAA,Vaasa Airport,Vaasa,FI,Europe/Helsinki,0,63.0507011414,21.7621994019
EFVI,default,Viitasaari Airport,default,FI,Europe/Helsinki,0,63.1225013733,25.8160991669
EFVL,default,Vaala Airport,default,FI,Europe/Helsinki,0,64.5018997192,26.7600002289
EFVP,default,Vampula Airport,default,FI,Europe/Helsinki,0,61.0396995544,22.5916996002
EFVR,VRK,Varkaus Airport,Varkaus / Joroinen,FI,Europe/Helsinki,0,62.1711006165,27.8686008453
EFVT,default,Sulkaharju Airport,default,FI,Europe/Helsinki,0,63.3978004456,24.0305995941
EFVU,default,Vuotso Airport,Vuotso,FI,Europe/Helsinki,0,68.0871963501,27.1238994598
EFWB,default,Wredeby Airport,default,FI,Europe/Helsinki,0,60.6636009216,26.7458000183
EFYL,YLI,Ylivieska Airport,default,FI,Europe/Helsinki,0,64.0605010986,24.7159996033
EG02,default,Audley End Airfield,Safron Waldon,GB,Europe/London,0,52.0091365357,0.224275589
EG03,default,Badminton Airfield,Badminton,GB,Europe/London,0,51.5484166846,-2.3031806946
EG10,default,Breighton Airfield,Breighton,GB,Europe/London,0,53.8023996399,-0.9159636498
EG11,default,Canterbury Airfield,Canterbury,GB,Europe/London,0,51.2918749964,0.999584198
EG12,default,Cromer/Northrepps Aerodrome,Cromer,GB,Europe/London,0,52.893807,1.32106
EG18,default,Eshott Airfield,Eshott,GB,Europe/London,0,55.2804841148,-1.7148971558
EG19,default,Fadmoor Airfield,Kirbymoorside,GB,Europe/London,0,54.3080863149,-0.9831047058
EG34,default,Ledbury Airport,Ledbury,GB,Europe/London,0,52.0018997192,-2.474159956
EG3L,default,Millfield,default,GB,Europe/London,0,55.5916364278,-2.0872306824
EG64,default,RAF Rufforth,York,GB,Europe/London,0,53.94829,-1.185575
EG73,default,Fearn Airport,Fearn,GB,Europe/London,0,57.7579994202,-3.9430000782
EG74,default,Bruntingthorpe Airport,Bruntingthorpe,GB,Europe/London,0,52.492971862,-1.1250901222
EGAA,BFS,Belfast International Airport,Belfast,GB,Europe/London,0,54.6575012207,-6.2158298492
EGAB,ENK,St Angelo Airport,Enniskillen,GB,Europe/London,0,54.3988990784,-7.6516699791
EGAC,BHD,George Best Belfast City Airport,Belfast,GB,Europe/London,0,54.6180992126,-5.8724999428
EGAD,default,Newtownards Airport,Newtownards,GB,Europe/London,0,54.5811004639,-5.6919398308
EGAE,LDY,City of Derry Airport,Derry,GB,Europe/London,0,55.0428009033,-7.1611099243
EGAH,default,Halley Research Station,default,AQ,Antarctica/Rothera,0,-75.5830555556,-26.5669444444
EGAL,default,Langford Lodge Airport,Belfast,GB,Europe/London,0,54.6231002808,-6.3000001907
EGAR,default,Rothera Research Station,default,AQ,Antarctica/Rothera,0,-67.5675,-68.1274027778
EGBB,BHX,Birmingham International Airport,Birmingham,GB,Europe/London,0,52.4538993835,-1.7480299473
EGBD,default,Derby Airfield,Derby,GB,Europe/London,0,52.8596992493,-1.6174999476
EGBE,CVT,Coventry Airport,Coventry,GB,Europe/London,0,52.3697013855,-1.4797199965
EGBF,default,Bedford Aerodrome,Bedford,GB,Europe/London,0,52.2308485669,-0.4624557495
EGBG,default,Leicester Airport,Leicester,GB,Europe/London,0,52.60779953,-1.0319399834
EGBJ,GLO,Gloucestershire Airport,Staverton,GB,Europe/London,0,51.8941993713,-2.1672201157
EGBK,ORM,Sywell Aerodrome,Northampton,GB,Europe/London,0,52.3053016663,-0.7930560112
EGBL,default,Long Marston Airfield,Long Marston,GB,Europe/London,0,52.1403007507,-1.7536100149
EGBM,default,Tatenhill Airfield,Burton upon Trent,GB,Europe/London,0,52.8147010803,-1.7611099482
EGBN,NQT,Nottingham Airport,Nottingham,GB,Europe/London,0,52.9199981689,-1.0791699886
EGBO,default,Wolverhampton Halfpenny Green Airport,Wolverhampton,GB,Europe/London,0,52.5175018311,-2.2594399452
EGBP,default,Kemble Airport,Kemble,GB,Europe/London,0,51.6680984497,-2.0569400787
EGBR,default,Breighton Airfield,Breighton,GB,Europe/London,0,53.8023996399,-0.9159636498
EGBS,default,Shobdon Aerodrome,Shobdon,GB,Europe/London,0,52.2416992188,-2.8811099529
EGBT,default,Turweston Airport,Turweston,GB,Europe/London,0,52.0407981873,-1.0955599546
EGBW,default,Wellesbourne Mountford Airport,Stratford-on-Avon,GB,Europe/London,0,52.192199707,-1.6144399643
EGCB,default,City Airport Manchester,Manchester / Salford,GB,Europe/London,0,53.471698761,-2.3897199631
EGCC,MAN,Manchester Airport,Manchester,GB,Europe/London,0,53.3536987305,-2.2749500275
EGCD,default,Manchester Woodford Airport,Manchester,GB,Europe/London,0,53.3381004333,-2.1488900185
EGCF,default,Sandtoft Airfield,Belton,GB,Europe/London,0,53.5597000122,-0.8583329916
EGCJ,default,Sherburn-In-Elmet Airfield,Selby,GB,Europe/London,0,53.7844009399,-1.2172199488
EGCK,default,Caernarfon Airport,Caernarfon,GB,Europe/London,0,53.1041984558,-4.340280056
EGCL,default,Fenland Airfield,Spalding,GB,Europe/London,0,52.739200592,-0.0297219995
EGCN,DSA,Robin Hood Doncaster Sheffield Airport,Doncaster,GB,Europe/London,0,53.4805378105,-1.0106563568
EGCO,default,Birkdale Sands Airport,Southport,GB,Europe/London,0,53.6453018188,-3.0286099911
EGCP,default,Thorne Airport,Thorne,GB,Europe/London,0,53.6222000122,-0.9280560017
EGCR,default,Ashcroft Airfield,Winsford,GB,Europe/London,0,53.1644238046,-2.5721740723
EGCS,default,Sturgate Airfield,Lincoln,GB,Europe/London,0,53.3810997009,-0.6852779984
EGCT,default,Tilstock Airfield,Whitchurch,GB,Europe/London,0,52.9308013916,-2.6463899612
EGCV,default,Sleap Airport,Shrewsbury,GB,Europe/London,0,52.8339004517,-2.7716701031
EGCW,default,Welshpool Airport,Welshpool,GB,Europe/London,0,52.6286010742,-3.1533300877
EGDC,default,Royal Marines Base Chivenor Airport,Chivenor,GB,Europe/London,0,51.0872001648,-4.1503400803
EGDD,default,Bicester Airfield,Bicester,GB,Europe/London,0,51.9166984558,-1.1319400072
EGDJ,UPV,Upavon Aerodrome,Upavon,GB,Europe/London,0,51.2862014771,-1.7820199728
EGDL,LYE,RAF Lyneham,Lyneham,GB,Europe/London,0,51.5051002502,-1.9934300184
EGDM,default,MoD Boscombe Down Airport,Amesbury,GB,Europe/London,0,51.1521987915,-1.747410059
EGDN,default,Netheravon Airfield,Netheravon,GB,Europe/London,0,51.2472000122,-1.7542500496
EGDO,default,Predannack Airport,Predannack Wollas,GB,Europe/London,0,50.0012016296,-5.2308301926
EGDR,default,RNAS Culdrose,Helston,GB,Europe/London,0,50.086101532,-5.255710125
EGDT,default,Wroughton Airfield,Wroughton,GB,Europe/London,0,51.5060997009,-1.8019399643
EGDV,default,Hullavington Airfield,Hullavington,GB,Europe/London,0,51.526732,-2.141555
EGDW,default,Merryfield Airfield,Ilminster,GB,Europe/London,0,50.9625015259,-2.935559988
EGDX,DGX,MOD St. Athan,St. Athan,GB,Europe/London,0,51.404800415,-3.4357500076
EGDY,YEO,RNAS Yeovilton,Yeovil,GB,Europe/London,0,51.0093994141,-2.6388199329
EGEC,CAL,Campbeltown Airport,Campbeltown,GB,Europe/London,0,55.4371986389,-5.6863899231
EGED,EOI,Eday Airport,Eday,GB,Europe/London,0,59.1906013489,-2.7722198963
EGEF,FIE,Fair Isle Airport,Fair Isle,GB,Europe/London,0,59.5358009338,-1.6280599833
EGEH,WHS,Whalsay Airport,Whalsay,GB,Europe/London,0,60.3774986267,-0.925556004
EGEL,COL,Coll Airport,Coll Island,GB,Europe/London,0,56.6018981934,-6.6177802086
EGEN,NRL,North Ronaldsay Airport,North Ronaldsay,GB,Europe/London,0,59.3675003052,-2.4344398975
EGEO,OBN,Oban Airport,North Connel,GB,Europe/London,0,56.4635009766,-5.3996701241
EGEP,PPW,Papa Westray Airport,Papa Westray,GB,Europe/London,0,59.3516998291,-2.9002799988
EGER,SOY,Stronsay Airport,Stronsay,GB,Europe/London,0,59.1553001404,-2.6413900852
EGES,NDY,Sanday Airport,Sanday,GB,Europe/London,0,59.2503013611,-2.5766699314
EGET,LWK,Lerwick / Tingwall Airport,Lerwick,GB,Europe/London,0,60.192199707,-1.2436100245
EGEW,WRY,Westray Airport,Westray,GB,Europe/London,0,59.3502998352,-2.9500000477
EGEY,CSA,Colonsay Airstrip,Colonsay,GB,Europe/London,0,56.0574989319,-6.243060112
EGFA,default,Aberporth Airport,Aberporth,GB,Europe/London,0,52.1152992249,-4.5569400787
EGFE,HAW,Haverfordwest Airport,Haverfordwest,GB,Europe/London,0,51.8330993652,-4.9611101151
EGFF,CWL,Cardiff International Airport,Cardiff,GB,Europe/London,0,51.3967018127,-3.3433299065
EGFH,SWS,Swansea Airport,Swansea,GB,Europe/London,0,51.6053009033,-4.0678300858
EGFP,default,Pembrey Airport,Pembrey,GB,Europe/London,0,51.7139015198,-4.3122200966
EGGD,BRS,Bristol International Airport,Bristol,GB,Europe/London,0,51.3827018738,-2.7190899849
EGGP,LPL,Liverpool John Lennon Airport,Liverpool,GB,Europe/London,0,53.3335990906,-2.8497200012
EGGW,LTN,London Luton Airport,London,GB,Europe/London,0,51.8746986389,-0.3683330119
EGHA,default,Compton Abbas Aerodrome,Shaftesbury,GB,Europe/London,0,50.9672012329,-2.1536099911
EGHB,default,Maypole Airport,Maypole,GB,Europe/London,0,51.3389015198,1.1530599594
EGHC,LEQ,Land's End Airport,Land's End,GB,Europe/London,0,50.1027984619,-5.6705598831
EGHD,PLH,Plymouth City Airport,Plymouth,GB,Europe/London,0,50.4227981567,-4.1058301926
EGHE,ISC,St. Mary's Airport,St. Mary's,GB,Europe/London,0,49.9132995605,-6.2916698456
EGHF,default,RNAS Lee-On-Solent,Lee-on-Solent,GB,Europe/London,0,50.814201355,-1.20333004
EGHG,default,Yeovil/Westland Aerodrome,Yeovil,GB,Europe/London,0,50.9399986267,-2.6586101055
EGHH,BOH,Bournemouth Airport,Bournemouth,GB,Europe/London,0,50.7799987793,-1.8424999714
EGHI,SOU,Southampton Airport,Southampton,GB,Europe/London,0,50.9502983093,-1.3567999601
EGHJ,BBP,Bembridge Airport,Bembridge,GB,Europe/London,0,50.6781005859,-1.1094399691
EGHL,QLA,Lasham Airport,Lasham,GB,Europe/London,0,51.1871986389,-1.0334999561
EGHN,default,Isle of Wight / Sandown Airport,Sandown,GB,Europe/London,0,50.6530990601,-1.1822199821
EGHO,default,Thruxton Aerodrome,Andover,GB,Europe/London,0,51.2106018066,-1.6000000238
EGHP,default,Popham Airport,Basingstoke,GB,Europe/London,0,51.193901062,-1.2347199917
EGHQ,NQY,Newquay Cornwall Airport,Newquay,GB,Europe/London,0,50.4406013489,-4.9954099655
EGHR,QUG,Chichester/Goodwood Airport,Chichester,GB,Europe/London,0,50.8594017029,-0.7591670156
EGHS,default,Henstridge Airfield,Henstridge,GB,Europe/London,0,50.9850006104,-2.3572199345
EGHU,default,Eaglescott Airfield,Burrington,GB,Europe/London,0,50.9286003113,-3.9894399643
EGHY,default,Truro Airport,Truro,GB,Europe/London,0,50.2784004211,-5.1422901154
EGJA,ACI,Alderney Airport,Saint Anne,GG,Europe/Guernsey,0,49.7061004639,-2.2147200108
EGJB,GCI,Guernsey Airport,Saint Peter Port,GG,Europe/Guernsey,0,49.4350013733,-2.6019699574
EGJJ,JER,Jersey Airport,Saint Helier,JE,Europe/Jersey,0,49.207901001,-2.1955099106
EGKA,ESH,Shoreham Airport,Brighton,GB,Europe/London,0,50.8356018066,-0.2972219884
EGKB,BQH,London Biggin Hill Airport,London,GB,Europe/London,0,51.3307991028,0.0324999988
EGKE,default,Challock Airfield,Challock,GB,Europe/London,0,51.2083015442,0.8291670084
EGKH,default,Lashenden (Headcorn) Airfield,Maidstone,GB,Europe/London,0,51.1568984985,0.6416670084
EGKK,LGW,London Gatwick Airport,London,GB,Europe/London,0,51.1481018066,-0.1902779937
EGKL,default,Deanland Lewes Airport,Lewes,GB,Europe/London,0,50.8788986206,0.156388998
EGKR,KRH,Redhill Aerodrome,Redhill,GB,Europe/London,0,51.2136001587,-0.1386110038
EGLA,default,Bodmin Airfield,Bodmin,GB,Europe/London,0,50.4996986389,-4.6658301353
EGLC,LCY,London City Airport,London,GB,Europe/London,0,51.5052986145,0.0552779995
EGLD,default,Denham Aerodrome,Gerrards Cross,GB,Europe/London,0,51.5882987976,-0.5130559802
EGLF,FAB,Farnborough Airport,Farnborough,GB,Europe/London,0,51.2757987976,-0.7763329744
EGLG,default,Panshanger Aerodrome,Hertford,GB,Europe/London,0,51.8025016785,-0.1580560058
EGLJ,default,Chalgrove Airport,Chalgrove,GB,Europe/London,0,51.6761016846,-1.080829978
EGLK,BBS,Blackbushe Airport,Yateley,GB,Europe/London,0,51.3238983154,-0.8475000262
EGLL,LHR,London Heathrow Airport,London,GB,Europe/London,0,51.4706001282,-0.4619410038
EGLM,default,White Waltham Airfield,Maidenhead,GB,Europe/London,0,51.5008010864,-0.774443984
EGLP,default,Brimpton Airfield,default,GB,Europe/London,0,51.383889,-1.169167
EGLS,default,Old Sarum Airfield,Salisbury,GB,Europe/London,0,51.0988998413,-1.7841700315
EGMA,default,Fowlmere Airfield,Cambridge,GB,Europe/London,0,52.0774993896,0.061666999
EGMC,SEN,Southend Airport,Southend,GB,Europe/London,0,51.5713996887,0.695555985
EGMD,LYX,Lydd Airport,Lydd,GB,Europe/London,0,50.9561004639,0.9391670227
EGMF,default,Farthing Corner/Stoneacre Farm Airport,Bredhurst,GB,Europe/London,0,51.3306007385,0.6011109948
EGMH,MSE,Kent International Airport,Manston,GB,Europe/London,0,51.3422012329,1.3461099863
EGMJ,default,Little Gransden Airfield,St. Neot's,GB,Europe/London,0,52.1666984558,-0.1538890004
EGML,default,Damyns Hall Aerodrome,Upminster,GB,Europe/London,0,51.5285987854,0.2455559969
EGNA,default,Hucknall Airfield,Nottingham,GB,Europe/London,0,53.0144004822,-1.2183300257
EGNB,default,Brough Airport,Brough,GB,Europe/London,0,53.7196998596,-0.5663329959
EGNC,CAX,Carlisle Airport,Carlisle,GB,Europe/London,0,54.9375,-2.8091700077
EGND,default,HUDDERSFIELD (Crosland Moor),Huddersfield,GB,Europe/London,0,53.6216666667,-1.8302777778
EGNE,default,Retford Gamston Airport,Gamston,GB,Europe/London,0,53.2806015015,-0.9513890147
EGNF,default,Netherthorpe Airfield,Worksop,GB,Europe/London,0,53.3168983459,-1.1963900328
EGNG,default,Bagby Thirsk Prv Airport,Bagby,GB,Europe/London,0,54.211101532,-1.2899999619
EGNH,BLK,Blackpool International Airport,Blackpool,GB,Europe/London,0,53.7717018127,-3.0286099911
EGNI,default,Skegness (Ingoldmells) Aerodrome,Skegness,GB,Europe/London,0,53.1716003418,0.3293749988
EGNJ,HUY,Humberside Airport,Grimsby,GB,Europe/London,0,53.5744018555,-0.3508329988
EGNL,BWF,Barrow Walney Island Airport,Barrow-in-Furness,GB,Europe/London,0,54.1311988831,-3.2636699677
EGNM,LBA,Leeds Bradford Airport,Leeds,GB,Europe/London,0,53.8658981323,-1.6605700254
EGNO,default,Warton Airport,Warton,GB,Europe/London,0,53.745098114,-2.8830599785
EGNR,CEG,Hawarden Airport,Hawarden,GB,Europe/London,0,53.1781005859,-2.9777801037
EGNS,IOM,Isle of Man Airport,Castletown,IM,Europe/Isle_of_Man,0,54.0833015442,-4.6238899231
EGNT,NCL,Newcastle Airport,Newcastle,GB,Europe/London,0,55.0374984741,-1.6916699409
EGNV,MME,Durham Tees Valley Airport,Durham,GB,Europe/London,0,54.5092010498,-1.4294099808
EGNW,default,Wickenby Aerodrome,Lincoln,GB,Europe/London,0,53.3166999817,-0.349721998
EGNX,EMA,East Midlands Airport,Nottingham,GB,Europe/London,0,52.8311004639,-1.3280600309
EGNY,default,Beverley/Linley Hill Airport,Beverley,GB,Europe/London,0,53.8983001709,-0.3613890111
EGOD,default,Llanbedr Airport,Llanbedr,GB,Europe/London,0,52.8116989136,-4.1235799789
EGOE,default,RAF Ternhill,Ternhill,GB,Europe/London,0,52.8712005615,-2.5335600376
EGOM,default,RAF Spadeadam,Spadeadam,GB,Europe/London,0,55.0499992371,-2.5499999523
EGOQ,default,RAF Mona,Holyhead Island,GB,Europe/London,0,53.2585983276,-4.3735499382
EGOS,default,RAF Shawbury,Shawbury,GB,Europe/London,0,52.7981987,-2.6680400372
EGOV,HLY,Anglesey Airport,Angelsey,GB,Europe/London,0,53.2481002808,-4.5353398323
EGOW,default,RAF Woodvale,Southport,GB,Europe/London,0,53.5816001892,-3.0555200577
EGOY,default,RAF West Freugh,Wigtownshire,GB,Europe/London,0,54.8511009216,-4.9477801323
EGPA,KOI,Kirkwall Airport,Orkney Islands,GB,Europe/London,0,58.9578018188,-2.9049999714
EGPB,LSI,Sumburgh Airport,Lerwick,GB,Europe/London,0,59.8788986206,-1.2955600023
EGPC,WIC,Wick Airport,Wick,GB,Europe/London,0,58.4589004517,-3.0930600166
EGPD,ABZ,Aberdeen Dyce Airport,Aberdeen,GB,Europe/London,0,57.2019004822,-2.1977798939
EGPE,INV,Inverness Airport,Inverness,GB,Europe/London,0,57.5424995422,-4.0475001335
EGPF,GLA,Glasgow International Airport,Glasgow,GB,Europe/London,0,55.8718986511,-4.4330601692
EGPG,default,Cumbernauld Airport,Cumbernauld,GB,Europe/London,0,55.9747009277,-3.9755599499
EGPH,EDI,Edinburgh Airport,Edinburgh,GB,Europe/London,0,55.9500007629,-3.3724999428
EGPI,ILY,Islay Airport,Port Ellen,GB,Europe/London,0,55.6819000244,-6.2566699982
EGPJ,default,Fife Airport,default,GB,Europe/London,0,56.1833000183,-3.220279932
EGPK,PIK,Glasgow Prestwick Airport,Glasgow,GB,Europe/London,0,55.5093994141,-4.5866699219
EGPL,BEB,Benbecula Airport,Balivanich,GB,Europe/London,0,57.481098175,-7.3627800941
EGPM,SCS,Scatsta Airport,Shetland Islands,GB,Europe/London,0,60.432800293,-1.296110034
EGPN,DND,Dundee Airport,Dundee,GB,Europe/London,0,56.4524993896,-3.0258300304
EGPO,SYY,Stornoway Airport,Stornoway,GB,Europe/London,0,58.2155990601,-6.3311100006
EGPR,BRR,Barra Airport,Eoligarry,GB,Europe/London,0,57.0228004456,-7.4430599213
EGPT,PSL,Perth/Scone Airport,Perth,GB,Europe/London,0,56.439201355,-3.3722200394
EGPU,TRE,Tiree Airport,Balemartine,GB,Europe/London,0,56.4991989136,-6.8691701889
EGPW,UNT,Unst Airport,Shetland Islands,GB,Europe/London,0,60.7472000122,-0.8538500071
EGPY,default,Dounreay/Thurso Airport,Thurso,GB,Europe/London,0,58.5839004517,-3.7269399166
EGQB,BOL,Ballykelly Airport,Ballykelly,GB,Europe/London,0,55.0602989197,-7.0202798843
EGQK,FSS,RAF Kinloss,Kinloss,GB,Europe/London,0,57.6493988037,-3.5606400967
EGQL,ADX,RAF Leuchars,St. Andrews,GB,Europe/London,0,56.3728981018,-2.8684399128
EGQS,LMO,RAF Lossiemouth,Lossiemouth,GB,Europe/London,0,57.7052001953,-3.3391699791
EGSA,default,Shipdham Airfield,East Dereham,GB,Europe/London,0,52.6293983459,0.9280560017
EGSC,CBG,Cambridge Airport,Cambridge,GB,Europe/London,0,52.2050018311,0.174999997
EGSF,default,Peterborough Business Airport,Conington,GB,Europe/London,0,52.4681015015,-0.2511110008
EGSG,default,Stapleford Aerodrome,Stapleford Tawney,GB,Europe/London,0,51.6525001526,0.1558330059
EGSH,NWI,Norwich International Airport,Norwich,GB,Europe/London,0,52.6758003235,1.2827800512
EGSI,default,Mashland Airfield,Wisbech,GB,Europe/London,0,52.6404853896,0.2918350697
EGSJ,default,Seething Airfield,Seething,GB,Europe/London,0,52.511100769,1.4172199965
EGSL,default,Andrewsfield Airport,Braintree,GB,Europe/London,0,51.8950004578,0.4491670132
EGSM,default,Beccles Airport,Beccles,GB,Europe/London,0,52.4352989197,1.6183300018
EGSN,default,Bourn Airport,Cambridge,GB,Europe/London,0,52.2106018066,-0.0425000004
EGSO,default,Crowfield Airfield,Stowmarket,GB,Europe/London,0,52.1711006165,1.111109972
EGSP,default,Peterborough/Sibson Airport,Peterborough,GB,Europe/London,0,52.5558013916,-0.3863889873
EGSQ,default,Clacton Airport,Clacton-on-Sea,GB,Europe/London,0,51.7849998474,1.1299999952
EGSR,default,Earls Colne Airfield,Earles Colne,GB,Europe/London,0,51.9143981934,0.6825000048
EGSS,STN,London Stansted Airport,London,GB,Europe/London,0,51.8849983215,0.2349999994
EGST,default,Elmsett Airport,Hadleigh,GB,Europe/London,0,52.0772018433,0.9775000215
EGSU,QFO,Duxford Airport,Duxford,GB,Europe/London,0,52.090801239,0.1319440007
EGSV,default,Old Buckenham Airport,Old Buckenham,GB,Europe/London,0,52.4975013733,1.0519399643
EGSW,default,Newmarket Heath Airfield,Newmarket,GB,Europe/London,0,52.2419013977,0.3705559969
EGSX,default,North Weald Airport,North Weald Bassett,GB,Europe/London,0,51.721698761,0.1541669965
EGTA,default,Aylesbury/Thame Airport,Aylesbury,GB,Europe/London,0,51.7757987976,-0.9402779937
EGTB,HYC,Wycombe Air Park,High Wycombe,GB,Europe/London,0,51.6116981506,-0.8083329797
EGTC,default,Cranfield Airport,Cranfield,GB,Europe/London,0,52.0722007751,-0.6166669726
EGTD,default,Dunsfold Aerodrome,Dunsfold,GB,Europe/London,0,51.1171989441,-0.5358330011
EGTE,EXT,Exeter International Airport,Exeter,GB,Europe/London,0,50.7344017029,-3.4138898849
EGTF,default,Fairoaks Airport,Woking,GB,Europe/London,0,51.3480987549,-0.5588889718
EGTG,FZO,Bristol Filton Airport,Bristol,GB,Europe/London,0,51.5194015503,-2.5908300877
EGTH,default,Old Warden Airfield,Old Warden,GB,Europe/London,0,52.0834007263,-0.3166669905
EGTK,OXF,Oxford (Kidlington) Airport,Kidlington,GB,Europe/London,0,51.8368988037,-1.3200000525
EGTN,default,Enstone Aerodrome,Oxfordshire,GB,Europe/London,0,51.9281666667,-1.4285
